algorithm,dataset,target_size,scaler_y,mode,train_size,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,execution_time
bsdrcnn,lucas,16,robust,dyn,0.85,0.8942415714263916,0.9856265187263488,3.075451612472534,1.006808519363403,0.8980920314788818,0.93165522813797,3.132619857788086,1.0764427185058594,108.87120628356934
bsdrcnn,lucas,16,robust,dyn,0.95,0.838814914226532,1.04664409160614,2.491936206817627,0.9664166569709778,0.9021922945976256,0.9231537580490112,3.197599172592163,1.0832431316375732,122.11513924598694
bsdrcnn,lucas,32,robust,dyn,0.05,0.8173766732215881,1.2605794668197632,2.3400886058807373,0.7902465462684631,0.9709543585777284,0.4517460465431213,5.870279788970947,2.44262957572937,9.46369171142578
bsdrcnn,lucas,32,robust,dyn,0.15,0.8801367878913879,1.0116982460021973,2.8884761333465576,0.992224097251892,0.9443360567092896,0.7102606892585754,4.239156723022461,1.3944478034973145,24.962730884552
bsdrcnn,lucas,32,robust,dyn,0.25,0.8797351121902466,1.0212314128875732,2.8836584091186523,0.9904651641845704,0.9313534498214722,0.7618522047996521,3.817072868347168,1.287445068359375,40.55413746833801
bsdrcnn,lucas,32,robust,dyn,0.35,0.8925053477287292,0.9571712613105774,3.05015516281128,1.028733730316162,0.9215188026428224,0.830687940120697,3.569815158843994,1.240720272064209,57.527488231658936
bsdrcnn,lucas,32,robust,dyn,0.45,0.8985233306884766,0.9271775484085084,3.1393160820007324,1.0578802824020386,0.923885941505432,0.8182106614112854,3.624847888946533,1.2596405744552612,74.47443985939026
bsdrcnn,lucas,32,robust,dyn,0.55,0.9069260358810424,0.9151316285133362,3.2779932022094727,1.0801787376403809,0.9170522689819336,0.8300243616104126,3.4722888469696045,1.2140158414840698,91.08046531677246
bsdrcnn,lucas,32,robust,dyn,0.65,0.9120196104049684,0.8791273236274719,3.371595859527588,1.1418498754501345,0.9170749187469482,0.8409379720687866,3.472740888595581,1.1891483068466189,106.77986407279968
bsdrcnn,lucas,32,robust,dyn,0.75,0.888893187046051,0.9676405191421508,3.000333309173584,1.0284922122955322,0.9229514598846436,0.8178540468215942,3.602724075317383,1.2227120399475098,123.42187857627869
bsdrcnn,lucas,32,robust,dyn,0.85,0.899316132068634,0.9200786352157592,3.1520018577575684,1.0670835971832275,0.9167442917823792,0.8488563895225525,3.465810537338257,1.182569146156311,128.11482906341553
bsdrcnn,lucas,32,robust,dyn,0.95,0.9106138944625854,0.9926890730857848,3.3462955951690674,1.1250836849212646,0.9162716269493104,0.843040943145752,3.4560041427612305,1.1770925521850586,143.73379516601562
bsdrcnn,lucas,64,robust,dyn,0.05,0.8200348019599915,1.2424215078353882,2.3573076725006104,0.8048798441886902,0.9704962968826294,0.5261103510856628,5.824533462524414,1.9298720359802248,17.095887899398804
bsdrcnn,lucas,64,robust,dyn,0.15,0.8759496212005615,1.0340865850448608,2.839308738708496,0.9688895344734192,0.9379382133483888,0.7307602763175964,4.014710903167725,1.365816354751587,48.999133348464966
bsdrcnn,lucas,64,robust,dyn,0.25,0.8855277895927429,0.9878790378570556,2.9557197093963623,1.0045127868652344,0.9349876642227172,0.7604610323905945,3.922309875488281,1.3452214002609253,82.33441305160522
bsdrcnn,lucas,64,robust,dyn,0.35,0.8841342926025391,0.9928018450737,2.937905550003052,0.9956727027893066,0.9285020232200624,0.7942689061164856,3.7400856018066406,1.2879624366760254,115.02736473083496
bsdrcnn,lucas,64,robust,dyn,0.45,0.892579197883606,0.9526574015617372,3.051222562789917,1.0617607831954956,0.9210312366485596,0.8347790241241455,3.5587246417999268,1.1887422800064087,110.9760320186615
bsdrcnn,lucas,64,robust,dyn,0.55,0.8960683345794678,0.9494285583496094,3.102046012878418,1.05326509475708,0.9188888072967528,0.8338646292686462,3.5113794803619385,1.199235439300537,135.89082646369934
bsdrcnn,lucas,64,robust,dyn,0.65,0.8970767259597778,0.9512538909912108,3.117249727249145,1.0230497121810913,0.9143194556236268,0.8546057343482971,3.416443347930908,1.1880632638931274,160.77348375320437
bsdrcnn,lucas,64,robust,dyn,0.75,0.9042693972587584,0.9262734651565552,3.232320547103882,1.0826970338821411,0.9157267808914183,0.846502959728241,3.4448354244232178,1.1824623346328735,185.84831309318545
bsdrcnn,lucas,64,robust,dyn,0.85,0.9031122326850892,0.921002984046936,3.213157415390014,1.0857727527618408,0.9145811200141908,0.8567632436752319,3.4216437339782715,1.1671836376190186,210.7934911251068
bsdrcnn,lucas,64,robust,dyn,0.95,0.887669563293457,0.898940920829773,2.9850423336029053,1.2179083824157717,0.9158438444137572,0.8553099632263184,3.4472086429595947,1.1646872758865356,236.0211565494537
bsdrcnn,lucas,128,robust,dyn,0.05,0.8320952653884888,1.2034006118774414,2.4405012130737305,0.8309784531593323,0.9880752563476562,0.3180278837680816,9.161685943603516,3.09618878364563,20.54433846473694
bsdrcnn,lucas,128,robust,dyn,0.15,0.8753325343132019,1.03995680809021,2.832273244857788,0.9689467549324036,0.9514164328575134,0.6346262097358704,4.537553310394287,1.551581621170044,58.7220504283905
bsdrcnn,lucas,128,robust,dyn,0.25,0.8874463438987732,0.98061203956604,2.980804204940796,1.023678421974182,0.942125678062439,0.715298593044281,4.157161712646484,1.3873047828674316,98.16433668136597
bsdrcnn,lucas,128,robust,dyn,0.35,0.9011558294296264,0.9387741684913636,3.1808247566223145,1.0897066593170166,0.942033052444458,0.683523952960968,4.1537299156188965,1.4125580787658691,137.8455262184143
bsdrcnn,lucas,128,robust,dyn,0.45,0.8671180009841919,1.0832866430282593,2.743374347686768,0.937264084815979,0.8836632966995239,0.9859378337860109,2.9319989681243896,1.0026044845581057,173.91075158119202
bsdrcnn,lucas,128,robust,dyn,0.55,0.9003123044967651,0.9363775849342346,3.167389154434204,1.080220341682434,0.9379851222038268,0.7248446345329285,4.015782356262207,1.374320149421692,217.2509083747864
bsdrcnn,lucas,128,robust,dyn,0.65,0.9160097241401672,0.8710065484046936,3.4507534503936768,1.1524957418441772,0.9249054789543152,0.7939234972000122,3.649313926696777,1.2595672607421875,257.49656105041504
bsdrcnn,lucas,128,robust,dyn,0.75,0.9150172472000122,0.9027367234230042,3.4306344985961914,1.15336811542511,0.9289557933807372,0.767507791519165,3.751880645751953,1.2879422903060913,297.13043308258057
bsdrcnn,lucas,128,robust,dyn,0.85,0.9066805243492126,0.9528917074203492,3.2740120887756348,1.0816038846969604,0.9295021295547484,0.7704281210899353,3.766376256942749,1.288033366203308,330.94239377975464
bsdrcnn,lucas,128,robust,dyn,0.95,0.9128421545028688,0.9319594502449036,3.388800859451294,1.1644810438156128,0.9186730980873108,0.8336940407752991,3.506657838821411,1.194885015487671,377.10407972335815
bsdrcnn,lucas,256,robust,dyn,0.05,0.8630834221839905,1.0838544368743896,2.702604293823242,0.9261680841445924,0.9765574932098388,0.4678471684455871,6.5342793464660645,2.04736590385437,39.26822519302368
bsdrcnn,lucas,256,robust,dyn,0.15,0.8810015320777893,1.023624062538147,2.898952007293701,0.9881500601768494,0.9168680906295776,0.7921316623687744,3.468827247619629,1.1874452829360962,115.63331127166748
bsdrcnn,lucas,256,robust,dyn,0.25,0.8887102007865906,0.9725090265274048,2.997682571411133,1.024328351020813,0.9303836822509766,0.7904675602912903,3.790393829345703,1.2796151638031006,193.3194613456726
bsdrcnn,lucas,256,robust,dyn,0.35,0.8991490602493286,0.9402093887329102,3.149019956588745,1.0676679611206057,0.923643171787262,0.7981566190719604,3.619133472442627,1.2480865716934204,271.3060882091522
bsdrcnn,lucas,256,robust,dyn,0.45,0.903964638710022,0.9038387537002563,3.2270262241363525,1.1063920259475708,0.922682523727417,0.8226830363273621,3.596527576446533,1.2201921939849854,349.0719599723816
bsdrcnn,lucas,256,robust,dyn,0.55,0.8935979008674622,0.9314749836921692,3.0658233165740967,1.0817925930023191,0.917597472667694,0.8609973788261414,3.4837565422058105,1.156993746757507,426.94790601730347
bsdrcnn,lucas,256,robust,dyn,0.65,0.9068565368652344,0.9160115122795104,3.276817321777344,1.113648533821106,0.9179900884628296,0.8303379416465759,3.4920637607574463,1.1904860734939575,716.4241321086884
bsdrcnn,lucas,256,robust,dyn,0.75,0.8957065939903259,0.9351194500923156,3.096787929534912,1.0847468376159668,0.9200338125228882,0.8338762521743774,3.536389112472534,1.194623947143555,1133.5385026931765
bsdrcnn,lucas,256,robust,dyn,0.85,0.9000362157821655,0.9347074031829834,3.163334608078003,1.070878267288208,0.9160749316215516,0.8493764996528625,3.4519612789154053,1.177334189414978,1285.0521957874298
bsdrcnn,lucas,256,robust,dyn,0.95,0.8707700967788696,0.99667888879776,2.783029079437256,0.929331600666046,0.9080612659454346,0.8926264643669128,3.2980797290802,1.1245816946029663,946.3408784866332
bsdrcnn,lucas,512,robust,dyn,0.05,0.8123845458030701,1.2690012454986572,2.308746099472046,0.7880212664604187,0.9992608428001404,0.0827882513403892,36.798458099365234,12.588086128234863,84.68318843841553
bsdrcnn,lucas,512,robust,dyn,0.15,0.8807820677757263,1.0158239603042605,2.896282196044922,0.976879060268402,0.9817519783973694,0.3916061222553253,7.403871059417725,2.670992374420166,256.29282903671265
bsdrcnn,lucas,512,robust,dyn,0.25,0.8802974224090576,1.0123754739761353,2.890423536300659,1.0029140710830688,0.9644199013710022,0.5590769648551941,5.301957607269287,1.7201313972473145,432.39286255836487
bsdrcnn,lucas,512,robust,dyn,0.35,0.8910175561904907,0.988269567489624,3.029263973236084,1.0196233987808228,0.965467095375061,0.5248870253562927,5.381607532501221,1.883273243904113,2804.0034255981445
bsdrcnn,lucas,512,robust,dyn,0.45,0.8995868563652039,0.9210410714149476,3.155897378921509,1.073248267173767,0.961314618587494,0.5842614769935608,5.084506511688232,1.7443509101867676,981.4575788974762
bsdrcnn,lucas,512,robust,dyn,0.55,0.9032958149909972,0.9225547313690186,3.2158777713775635,1.071487307548523,0.9577196836471558,0.5983471870422363,4.863502502441406,1.6840770244598389,4686.660032749176
bsdrcnn,lucas,512,robust,dyn,0.65,0.9169532656669616,0.8314335942268372,3.470300912857056,1.2269349098205566,0.9558025598526,0.6227925419807434,4.7568206787109375,1.593367099761963,5607.043977022171
bsdrcnn,lucas,512,robust,dyn,0.75,0.9111834168434144,0.8788368105888367,3.355774641036988,1.11497962474823,0.952166736125946,0.6410695314407349,4.572442531585693,1.5718462467193604,7654.674559354782
bsdrcnn,lucas,512,robust,dyn,0.85,0.8914665579795837,1.0343319177627563,3.0358808040618896,0.9519906640052797,0.8948776125907898,0.9396014213562012,3.08435320854187,1.0724364519119265,7593.085424184799
bsdrcnn,lucas,512,robust,dyn,0.95,0.909302532672882,0.7745538949966431,3.322016477584839,1.2861191034317017,0.939858853816986,0.7242404222488403,4.077788829803467,1.386047124862671,8545.918559551239
