epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16
120,0.80072,2.240309953689575,0.7693300247192383,1.2936099767684937,0.79607,1.3313100337982178,2.2144899368286133,0.7540199756622314,511,581,687,929,1153,1353,1630,2005,2142,2305,2651,2924,3475,3488,3681,3945
130,0.81167,2.304500102996826,0.7913699746131897,1.257580041885376,0.80853,1.289989948272705,2.285409927368164,0.7781699895858765,513,581,687,922,1150,1349,1646,2006,2140,2302,2653,2923,3465,3473,3677,3953
140,0.8193,2.3526699542999268,0.8079100251197815,1.2318300008773804,0.81737,1.2598799467086792,2.3400399684906006,0.7967699766159058,512,581,687,918,1148,1348,1643,2008,2137,2298,2652,2923,3466,3461,3673,3960
150,0.82433,2.3861100673675537,0.8194000124931335,1.2145700454711914,0.82395,1.2369600534439087,2.3833999633789062,0.8115299940109253,511,582,689,917,1143,1345,1645,2009,2137,2294,2653,2923,3468,3451,3669,3973
160,0.82962,2.4228999614715576,0.8320299983024597,1.196120023727417,0.82966,1.2167400121688843,2.4230101108551025,0.8250200152397156,512,583,691,916,1139,1342,1647,2010,2138,2292,2652,2923,3467,3439,3668,3985
170,0.83374,2.4527299404144287,0.8422799706459045,1.181570053100586,0.8345,1.1993399858474731,2.458159923553467,0.8369899988174438,514,584,692,915,1137,1340,1652,2012,2137,2287,2653,2923,3467,3427,3668,3992
180,0.83758,2.481519937515259,0.8521599769592285,1.167870044708252,0.83865,1.1841800212860107,2.4896299839019775,0.8476999998092651,514,585,692,914,1136,1338,1659,2013,2138,2287,2651,2923,3467,3414,3669,3993
190,0.84035,2.502969980239868,0.859529972076416,1.1578600406646729,0.84227,1.1708500385284424,2.517970085144043,0.8573499917984009,512,584,693,914,1135,1336,1672,2014,2137,2283,2651,2923,3467,3401,3671,3992
200,0.84368,2.529510021209717,0.8686400055885315,1.1457099914550781,0.84571,1.157979965209961,2.545949935913086,0.8668799996376038,508,584,693,914,1136,1333,1669,2014,2135,2276,2653,2922,3467,3389,3672,3990
210,0.84596,2.5481600761413574,0.8750399947166443,1.1373300552368164,0.84836,1.1480200290679932,2.568039894104004,0.8744000196456909,505,581,694,914,1136,1331,1665,2015,2134,2266,2653,2922,3466,3379,3673,3989
220,0.84692,2.5561299324035645,0.877780020236969,1.1337800025939941,0.85052,1.1398099660873413,2.5865299701690674,0.8806999921798706,499,580,695,915,1137,1328,1665,2016,2134,2263,2653,2923,3465,3373,3675,3989
230,0.84943,2.577320098876953,0.8850600123405457,1.124459981918335,0.85279,1.1311099529266357,2.6064400672912598,0.8874800205230713,495,578,695,914,1138,1325,1669,2017,2134,2262,2653,2922,3465,3370,3676,3989
240,0.84937,2.5768399238586426,0.8848999738693237,1.1246600151062012,0.85417,1.1258200407028198,2.618690013885498,0.8916500210762024,492,576,693,914,1138,1323,1668,2018,2134,2260,2652,2923,3465,3369,3677,3989
250,0.85231,2.60233998298645,0.8936499953269958,1.1136499643325806,0.85682,1.1155099868774414,2.6428699493408203,0.8998799920082092,489,574,692,914,1138,1320,1669,2019,2134,2258,2652,2922,3465,3368,3677,3990
260,0.85328,2.610919952392578,0.8966000080108643,1.1099900007247925,0.85848,1.1090400218963623,2.6582999229431152,0.9051300287246704,486,573,692,914,1138,1318,1670,2019,2136,2259,2652,2923,3465,3368,3677,3990
270,0.85377,2.615269899368286,0.8980900049209595,1.108139991760254,0.85884,1.1076200008392334,2.6617000102996826,0.9062899947166443,482,570,691,914,1138,1316,1670,2020,2136,2253,2651,2922,3465,3368,3676,3990
280,0.85556,2.631459951400757,0.9036499857902527,1.1013200283050537,0.86145,1.0973399877548218,2.686650037765503,0.9147899746894836,478,569,691,914,1137,1314,1670,2020,2136,2253,2651,2923,3465,3368,3675,3990
290,0.85629,2.6380999088287354,0.9059299826622009,1.0985499620437622,0.86258,1.0928599834442139,2.6976499557495117,0.9185299873352051,475,568,690,914,1136,1312,1672,2020,2135,2249,2651,2923,3465,3368,3675,3990
300,0.85753,2.649630069732666,0.9098899960517883,1.0937700271606445,0.86385,1.0877900123596191,2.7102200984954834,0.9228100180625916,472,566,690,913,1137,1311,1671,2021,2135,2247,2651,2922,3464,3369,3675,3990
310,0.85859,2.6595299243927,0.9132900238037109,1.0896999835968018,0.86516,1.0825400352478027,2.723360061645508,0.9272900223731995,469,564,689,912,1136,1309,1672,2021,2136,2247,2651,2922,3464,3369,3675,3990
320,0.85944,2.6675500869750977,0.9160500168800354,1.0864200592041016,0.86615,1.078570008277893,2.7333900928497314,0.9307000041007996,466,563,689,912,1136,1309,1672,2021,2136,2245,2651,2922,3465,3370,3674,3990
330,0.86006,2.673449993133545,0.9180700182914734,1.0840200185775757,0.86704,1.0749900341033936,2.7425100803375244,0.9338099956512451,463,562,689,912,1136,1309,1673,2021,2135,2243,2650,2922,3465,3371,3675,3990
340,0.86078,2.6803600788116455,0.92044997215271,1.0812300443649292,0.86799,1.0711100101470947,2.752429962158203,0.9371899962425232,461,560,688,912,1136,1307,1673,2021,2135,2239,2650,2922,3465,3370,3675,3990
350,0.86071,2.6796998977661133,0.9202200174331665,1.0814900398254395,0.86775,1.0721100568771362,2.749880075454712,0.9363200068473816,459,559,687,911,1136,1306,1672,2022,2134,2237,2650,2922,3465,3370,3675,3990
360,0.86172,2.6893999576568604,0.923550009727478,1.0776000022888184,0.86925,1.065999984741211,2.765630006790161,0.9416800141334534,457,558,685,910,1135,1307,1674,2021,2135,2237,2650,2922,3465,3370,3675,3990
370,0.86215,2.6936099529266357,0.9249899983406067,1.075909972190857,0.86947,1.065119981765747,2.767930030822754,0.9424600005149841,455,557,686,910,1136,1306,1673,2022,2136,2236,2648,2922,3465,3370,3674,3990
380,0.86231,2.695230007171631,0.9255499839782715,1.075260043144226,0.87017,1.0622600317001343,2.7753798961639404,0.9449999928474426,453,556,685,910,1135,1307,1673,2021,2135,2236,2649,2923,3465,3370,3673,3990
390,0.86344,2.70632004737854,0.9293599724769592,1.0708600282669067,0.87104,1.0586899518966675,2.784709930419922,0.9481800198554993,451,556,686,910,1135,1307,1673,2022,2136,2234,2649,2922,3465,3370,3673,3990
400,0.86439,2.7158100605010986,0.9326199889183044,1.0671099424362183,0.87231,1.0534700155258179,2.798530101776123,0.9528800249099731,448,555,686,910,1135,1307,1674,2022,2135,2232,2649,2922,3465,3370,3672,3990
410,0.86466,2.7184898853302,0.9335399866104126,1.066059947013855,0.87263,1.052150011062622,2.8020401000976562,0.9540799856185913,446,555,685,910,1135,1307,1674,2023,2136,2231,2649,2922,3465,3370,3672,3990
420,0.86555,2.727479934692383,0.9366199970245361,1.0625499486923218,0.87351,1.0484800338745117,2.811850070953369,0.9574199914932251,444,554,686,910,1135,1306,1673,2023,2136,2230,2649,2922,3465,3370,3671,3990
430,0.86539,2.7258100509643555,0.9360499978065491,1.0631999969482422,0.87373,1.0476000308990479,2.814199924468994,0.9582200050354004,442,553,685,910,1135,1305,1674,2023,2136,2230,2649,2922,3466,3370,3671,3990
440,0.86599,2.731950044631958,0.9381600022315979,1.0608099699020386,0.87418,1.0457199811935425,2.8192598819732666,0.9599400162696838,440,552,685,910,1135,1304,1673,2024,2136,2227,2648,2922,3466,3371,3671,3991
450,0.86516,2.7235100269317627,0.935259997844696,1.0641000270843506,0.87368,1.0477999448776245,2.813659906387329,0.9580399990081787,437,552,685,911,1134,1305,1674,2023,2137,2228,2649,2923,3466,3372,3670,3990
460,0.86673,2.7395200729370117,0.9407600164413452,1.0578800439834595,0.87534,1.0408899784088135,2.8323400020599365,0.964389979839325,435,551,685,911,1134,1305,1674,2023,2138,2227,2649,2923,3467,3372,3670,3990
470,0.86792,2.7518301010131836,0.9449899792671204,1.0531500577926636,0.87632,1.0367900133132935,2.843549966812134,0.968209981918335,433,550,685,909,1135,1304,1674,2023,2138,2226,2649,2922,3467,3373,3671,3991
480,0.86821,2.7548398971557617,0.9460200071334839,1.0520000457763672,0.87684,1.034600019454956,2.8495700359344482,0.9702600240707397,430,548,684,909,1134,1304,1674,2023,2137,2226,2649,2923,3467,3373,3671,3991
490,0.86868,2.759809970855713,0.9477300047874451,1.0500999689102173,0.87751,1.0318000316619873,2.857290029525757,0.9728900194168091,427,547,683,909,1134,1304,1674,2024,2137,2225,2649,2923,3467,3373,3671,3991
500,0.86909,2.7641100883483887,0.9491999745368958,1.0484700202941895,0.87795,1.0299299955368042,2.8624699115753174,0.9746599793434143,424,546,683,909,1134,1304,1674,2023,2137,2225,2649,2922,3467,3373,3671,3990
510,0.86871,2.7600600719451904,0.9478099942207336,1.0500099658966064,0.87772,1.0308899879455566,2.8598198890686035,0.9737499952316284,422,546,683,909,1134,1304,1674,2023,2137,2223,2649,2923,3467,3373,3671,3990
520,0.87005,2.774240016937256,0.9526799917221069,1.0446399450302124,0.87914,1.024880051612854,2.8765900135040283,0.9794600009918213,420,544,682,908,1134,1304,1673,2024,2137,2222,2649,2922,3467,3374,3672,3990
530,0.87006,2.7744200229644775,0.9527400135993958,1.044569969177246,0.87939,1.0238200426101685,2.879580020904541,0.9804800152778625,417,543,682,908,1134,1305,1674,2024,2137,2221,2649,2923,3468,3375,3671,3990
540,0.86982,2.771790027618408,0.9518399834632874,1.0455600023269653,0.87914,1.0248899459838867,2.876579999923706,0.9794600009918213,416,542,682,907,1135,1304,1673,2024,2138,2221,2648,2922,3468,3376,3671,3990
550,0.87005,2.7742600440979004,0.9526900053024292,1.0446300506591797,0.87952,1.0232900381088257,2.8810501098632812,0.9809799790382385,415,542,681,907,1134,1304,1674,2023,2138,2221,2648,2923,3469,3377,3670,3990
560,0.8704,2.7780799865722656,0.9539999961853027,1.0432000160217285,0.87989,1.021720051765442,2.8854799270629883,0.9824900031089783,413,542,682,907,1134,1304,1674,2024,2138,2220,2649,2922,3469,3377,3671,3990
570,0.87108,2.785399913787842,0.9565100073814392,1.0404599905014038,0.88079,1.0178600549697876,2.8964200019836426,0.9862099885940552,413,542,681,907,1135,1305,1674,2023,2137,2220,2649,2923,3469,3377,3671,3990
580,0.87199,2.795229911804199,0.9598900079727173,1.0368000268936157,0.8818,1.0135600566864014,2.9087300300598145,0.9904000163078308,412,541,681,907,1135,1305,1672,2024,2137,2219,2648,2922,3469,3378,3670,3990
590,0.87071,2.7813799381256104,0.9551299810409546,1.0419600009918213,0.88091,1.0173699855804443,2.8978099822998047,0.9866899847984314,411,541,681,907,1135,1304,1674,2024,2137,2218,2649,2922,3469,3378,3670,3990
600,0.87096,2.7840099334716797,0.9560400247573853,1.0409799814224243,0.88127,1.0158400535583496,2.9021799564361572,0.9881799817085266,409,541,681,907,1135,1304,1674,2023,2137,2218,2647,2923,3469,3379,3669,3990
610,0.87217,2.7972500324249268,0.9605900049209595,1.0360499620437622,0.88249,1.0106099843978882,2.917210102081299,0.9932900071144104,409,540,681,907,1135,1304,1672,2024,2138,2217,2646,2922,3470,3379,3669,3990
620,0.87277,2.803839921951294,0.9628499746322632,1.0336099863052368,0.88337,1.0067800283432007,2.928309917449951,0.9970700144767761,408,540,681,907,1135,1304,1673,2024,2138,2216,2647,2923,3470,3380,3669,3990
630,0.87029,2.7768900394439697,0.9535899758338928,1.0436500310897827,0.88101,1.0169600248336792,2.899009943008423,0.987089991569519,407,540,681,907,1135,1304,1674,2024,2137,2216,2647,2923,3469,3380,3669,3990
640,0.8729,2.805180072784424,0.9633100032806396,1.033120036125183,0.88369,1.0054099559783936,2.932300090789795,0.9984300136566162,407,539,681,907,1135,1303,1671,2024,2138,2216,2647,2922,3470,3381,3669,3990
650,0.87342,2.8109800815582275,0.9653000235557556,1.0309900045394897,0.88433,1.0026299953460693,2.940429925918579,1.0011999607086182,407,539,681,907,1135,1303,1672,2024,2138,2216,2647,2923,3469,3381,3670,3990
660,0.87365,2.8134899139404297,0.966159999370575,1.0300699472427368,0.88473,1.000920057296753,2.945460081100464,1.0029100179672241,407,540,681,908,1136,1304,1672,2024,2138,2215,2647,2922,3470,3381,3670,3990
670,0.87226,2.7982099056243896,0.9609100222587585,1.0356899499893188,0.88349,1.0062899589538574,2.929719924926758,0.9975500106811523,406,540,681,908,1136,1304,1672,2024,2137,2215,2647,2923,3469,3381,3669,3990
680,0.87364,2.8134500980377197,0.9661499857902527,1.030079960823059,0.88506,0.9994800090789795,2.949700117111206,1.004349946975708,406,539,681,908,1136,1304,1672,2024,2138,2215,2647,2923,3469,3382,3669,3990
690,0.87344,2.8112199306488037,0.9653800129890442,1.030900001525879,0.8849,1.0001699924468994,2.947659969329834,1.003659963607788,405,539,681,908,1136,1304,1672,2024,2137,2215,2647,2923,3470,3382,3669,3990
700,0.87442,2.822200059890747,0.9691500067710876,1.0268900394439697,0.88604,0.9952200055122375,2.9623100757598877,1.0086499452590942,405,539,681,907,1136,1304,1672,2024,2138,2215,2647,2923,3470,3382,3670,3990
710,0.87185,2.7937099933624268,0.9593700170516968,1.0373599529266357,0.88363,1.0056899785995483,2.931489944458008,0.9981499910354614,405,538,681,907,1136,1304,1672,2024,2138,2214,2647,2922,3470,3382,3670,3991
720,0.87466,2.824850082397461,0.9700599908828735,1.025920033454895,0.88638,0.9937400221824646,2.9667398929595947,1.010159969329834,404,538,681,908,1136,1304,1672,2025,2138,2215,2647,2923,3470,3383,3668,3990
730,0.87459,2.8240599632263184,0.969789981842041,1.0262099504470825,0.88648,0.9932699799537659,2.9681499004364014,1.010640025138855,404,539,680,908,1136,1304,1671,2025,2138,2215,2646,2922,3470,3384,3668,3990
740,0.87492,2.8277499675750732,0.9710599780082703,1.0248700380325317,0.88685,0.9916599988937378,2.9729599952697754,1.0122699737548828,404,538,680,907,1136,1304,1672,2024,2138,2214,2646,2923,3470,3385,3669,3990
750,0.87514,2.83024001121521,0.9719099998474121,1.0239700078964233,0.88716,0.9902899861335754,2.9770700931549072,1.0136799812316895,404,538,681,907,1136,1304,1672,2025,2138,2214,2646,2923,3470,3385,3670,3990
760,0.87538,2.8329999446868896,0.9728599786758423,1.0229699611663818,0.88755,0.9885900020599365,2.982180118560791,1.0154099464416504,403,538,680,907,1136,1304,1672,2024,2137,2213,2647,2923,3470,3386,3670,3990
770,0.87452,2.823270082473755,0.9695199728012085,1.0264999866485596,0.88668,0.9924200177192688,2.9706900119781494,1.0115000009536743,402,538,680,907,1136,1304,1672,2024,2137,2213,2646,2922,3470,3387,3669,3990
780,0.87571,2.8367600440979004,0.9741500020027161,1.0216200351715088,0.88799,0.9866600036621094,2.9880099296569824,1.0174000263214111,402,537,680,907,1137,1304,1672,2024,2137,2213,2646,2922,3470,3388,3669,3990
790,0.87592,2.8391199111938477,0.9749600291252136,1.0207699537277222,0.88833,0.9851700067520142,2.992539882659912,1.0189399719238281,402,537,680,908,1137,1305,1672,2024,2138,2212,2645,2923,3470,3389,3669,3990
800,0.87583,2.8381099700927734,0.97461998462677,1.0211299657821655,0.88833,0.9851400256156921,2.9926400184631348,1.0189800262451172,401,537,680,907,1137,1304,1672,2025,2138,2211,2645,2922,3469,3389,3669,3990
810,0.87507,2.829479932785034,0.9716500043869019,1.0242400169372559,0.88771,0.9879099726676941,2.9842400550842285,1.0161199569702148,400,537,680,907,1137,1305,1672,2024,2137,2211,2645,2923,3470,3390,3669,3990
820,0.87604,2.8405001163482666,0.9754400253295898,1.0202699899673462,0.88877,0.9832199811935425,2.9984700679779053,1.0209599733352661,400,537,680,907,1137,1305,1672,2025,2138,2210,2644,2922,3470,3390,3669,3990
830,0.87602,2.8403000831604004,0.9753699898719788,1.0203399658203125,0.88882,0.9829800128936768,2.9992098808288574,1.021209955215454,400,537,680,907,1138,1304,1672,2025,2137,2210,2643,2922,3471,3391,3668,3990
840,0.87595,2.839509963989258,0.9750999808311462,1.0206300020217896,0.88884,0.9829099774360657,2.999419927597046,1.0212899446487427,400,537,680,907,1137,1304,1672,2025,2138,2210,2641,2922,3470,3392,3669,3990
850,0.87617,2.842020034790039,0.9759600162506104,1.0197299718856812,0.88905,0.9819999933242798,3.0022099018096924,1.0222300291061401,400,537,680,907,1137,1305,1672,2024,2137,2210,2641,2923,3470,3392,3668,3991
860,0.87649,2.845710039138794,0.9772300124168396,1.018399953842163,0.88955,0.9797400236129761,3.0091099739074707,1.0245800018310547,400,537,680,907,1137,1305,1673,2025,2138,2209,2642,2923,3470,3392,3668,3991
870,0.87631,2.8436200618743896,0.9765099883079529,1.0191500186920166,0.88963,0.979390025138855,3.0102100372314453,1.0249600410461426,400,537,680,907,1137,1305,1673,2025,2138,2209,2641,2922,3471,3392,3668,3991
880,0.87546,2.833940029144287,0.9731799960136414,1.0226399898529053,0.88884,0.9829099774360657,2.999419927597046,1.02128005027771,399,537,680,907,1137,1305,1674,2024,2137,2209,2641,2923,3470,3392,3669,3991
890,0.87556,2.835099935531616,0.973580002784729,1.0222200155258179,0.88917,0.981440007686615,3.003920078277588,1.022819995880127,399,536,680,907,1138,1305,1673,2025,2138,2208,2641,2923,3470,3393,3669,3991
900,0.87647,2.8454999923706055,0.977150022983551,1.0184799432754517,0.89001,0.9777299761772156,3.015310049057007,1.0267000198364258,399,537,680,907,1137,1305,1674,2024,2138,2208,2641,2923,3470,3393,3668,3990
910,0.87715,2.853379964828491,0.9798600077629089,1.0156699419021606,0.89086,0.9739199876785278,3.027090072631836,1.030709981918335,399,536,680,907,1138,1305,1674,2025,2138,2209,2642,2923,3470,3394,3668,3990
920,0.87471,2.825439929962158,0.9702600240707397,1.0257099866867065,0.88867,0.9836400151252747,2.997189998626709,1.0205299854278564,399,536,681,907,1138,1304,1673,2025,2138,2208,2641,2922,3470,3394,3668,3991
930,0.87703,2.8518900871276855,0.9793499708175659,1.0161999464035034,0.89071,0.974590003490448,3.025019884109497,1.0299999713897705,398,536,680,907,1138,1305,1673,2025,2137,2208,2641,2923,3470,3395,3668,3990
940,0.87734,2.8555099964141846,0.9805899858474731,1.0149099826812744,0.89138,0.9715999960899353,3.0343399047851562,1.0331699848175049,398,536,680,907,1138,1305,1673,2024,2138,2208,2641,2923,3470,3396,3668,3990
950,0.87668,2.8479199409484863,0.9779800176620483,1.01760995388031,0.89065,0.9748600125312805,3.024199962615967,1.0297199487686157,398,536,680,907,1138,1305,1674,2025,2137,2208,2641,2922,3470,3396,3668,3990
960,0.87702,2.851870059967041,0.9793400168418884,1.0162099599838257,0.8913,0.9719600081443787,3.0332300662994385,1.0327999591827393,398,536,680,907,1138,1304,1674,2025,2138,2208,2641,2922,3470,3396,3668,3991
970,0.87763,2.8589799404144287,0.9817799925804138,1.0136799812316895,0.89185,0.9695299863815308,3.04082989692688,1.0353800058364868,398,536,680,907,1138,1304,1674,2025,2138,2208,2641,2922,3470,3397,3668,3990
980,0.87756,2.858139991760254,0.9814900159835815,1.0139800310134888,0.89179,0.9697800278663635,3.040019989013672,1.0351099967956543,397,536,680,907,1138,1305,1674,2025,2137,2208,2641,2923,3470,3398,3668,3990
990,0.87782,2.8610899448394775,0.982509970664978,1.0129300355911255,0.89221,0.9678900241851807,3.0459699630737305,1.0371400117874146,397,536,680,907,1138,1305,1673,2025,2138,2208,2642,2922,3470,3399,3669,3990
