epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16
130,0.82247,2.3736000061035156,0.7580100297927856,1.2788200378417969,0.79463,1.31496000289917,2.2066800594329834,0.7692199945449829,516,581,686,926,1150,1350,1679,2004,2137,2305,2652,2925,3480,3490,3681,3936
140,0.83436,2.4572699069976807,0.7847200036048889,1.2352700233459473,0.80611,1.2776800394058228,2.2710700035095215,0.7916600108146667,517,583,686,919,1150,1346,1688,2008,2138,2304,2650,2923,3467,3480,3680,3950
150,0.84203,2.516249895095825,0.8035600185394287,1.20632004737854,0.81392,1.2516800165176392,2.3182499408721924,0.8081099987030029,515,584,688,914,1150,1344,1687,2010,2137,2298,2652,2923,3462,3468,3674,3961
160,0.84888,2.5726799964904785,0.8215799927711487,1.17985999584198,0.82077,1.228410005569458,2.3621699810028076,0.823419988155365,513,585,690,913,1149,1344,1687,2010,2137,2295,2651,2923,3467,3458,3670,3972
170,0.8537,2.6147000789642334,0.8349999785423279,1.1608999967575073,0.82592,1.2106499671936035,2.3968300819396973,0.8355000019073486,513,586,692,912,1148,1344,1689,2012,2137,2291,2651,2923,3468,3449,3665,3982
180,0.85771,2.651240110397339,0.8466699719429016,1.1448999643325806,0.83025,1.1955000162124634,2.4272000789642334,0.8460900187492371,514,587,692,910,1146,1342,1689,2013,2135,2282,2651,2923,3465,3440,3663,3989
190,0.86098,2.682260036468506,0.8565700054168701,1.131659984588623,0.83443,1.1806800365447998,2.457659959793091,0.8567000031471252,515,588,692,909,1146,1340,1688,2014,2133,2270,2651,2923,3465,3430,3663,3992
200,0.86337,2.705620050430298,0.8640300035476685,1.1218899488449097,0.83784,1.1684600114822388,2.4833600521087646,0.8656600117683411,513,587,692,907,1145,1338,1688,2015,2129,2262,2652,2923,3465,3419,3662,3992
210,0.86464,2.7182400226593018,0.8680599927902222,1.1166800260543823,0.84067,1.1582000255584717,2.5053598880767822,0.8733299970626831,510,585,691,906,1145,1336,1684,2016,2133,2261,2652,2923,3464,3409,3663,3991
220,0.8674,2.7464399337768555,0.8770700097084045,1.1052099466323853,0.84385,1.1465799808502197,2.5307400226593018,0.8821799755096436,507,583,690,905,1145,1335,1682,2017,2135,2257,2652,2923,3465,3400,3663,3990
230,0.86936,2.766940116882324,0.883620023727417,1.0970200300216675,0.84618,1.1380000114440918,2.5498299598693848,0.8888400197029114,503,581,689,904,1147,1334,1682,2017,2134,2254,2652,2923,3464,3392,3662,3990
240,0.87075,2.7817399501800537,0.8883399963378906,1.091189980506897,0.84846,1.1295299530029297,2.5689499378204346,0.8955000042915344,498,579,689,904,1147,1334,1682,2017,2134,2252,2652,2922,3465,3386,3660,3990
250,0.87226,2.798190116882324,0.8935999870300293,1.0847699642181396,0.84993,1.1240700483322144,2.581429958343506,0.8998500108718872,493,577,689,904,1147,1333,1682,2018,2134,2251,2652,2923,3465,3382,3659,3990
260,0.87213,2.7967700958251953,0.8931400179862976,1.085319995880127,0.8514,1.1185499429702759,2.5941600799560547,0.9042900204658508,489,575,689,904,1149,1332,1681,2019,2134,2246,2651,2922,3465,3379,3660,3990
270,0.87371,2.8141698837280273,0.8986999988555908,1.0786099433898926,0.85341,1.1109600067138672,2.6118900775909424,0.9104700088500977,486,575,689,904,1150,1332,1680,2020,2135,2245,2651,2922,3465,3378,3661,3990
280,0.87519,2.830820083618164,0.9040200114250183,1.0722700357437134,0.85489,1.1053099632263184,2.6252501010894775,0.915120005607605,482,573,688,904,1150,1333,1681,2019,2134,2243,2650,2922,3465,3377,3662,3990
290,0.87499,2.8286099433898926,0.9033100008964539,1.0731099843978882,0.856,1.1010799407958984,2.6353299617767334,0.9186400175094604,479,571,687,904,1151,1333,1681,2020,2134,2240,2649,2922,3465,3377,3662,3990
300,0.87669,2.848050117492676,0.9095199704170227,1.0657800436019897,0.85783,1.0940699577331543,2.6522200107574463,0.924530029296875,476,569,686,903,1152,1333,1682,2020,2133,2238,2650,2922,3464,3376,3660,3990
310,0.87641,2.844719886779785,0.9084600210189819,1.0670299530029297,0.8585,1.0915000438690186,2.6584699153900146,0.9266999959945679,472,567,686,904,1154,1333,1682,2021,2133,2237,2650,2922,3464,3376,3659,3990
320,0.87796,2.8627400398254395,0.9142100214958191,1.0603100061416626,0.86022,1.0848400592803955,2.6747798919677734,0.9323899745941162,469,565,685,905,1154,1333,1682,2021,2133,2237,2649,2922,3465,3376,3658,3990
330,0.87868,2.8712399005889893,0.916920006275177,1.0571800470352173,0.86091,1.082170009613037,2.681380033493042,0.934689998626709,465,564,685,905,1154,1333,1682,2021,2135,2238,2649,2922,3465,3376,3659,3990
340,0.87895,2.874419927597046,0.9179400205612183,1.055999994277954,0.86207,1.0776400566101074,2.692650079727173,0.9386199712753296,462,563,685,905,1155,1332,1682,2021,2135,2236,2649,2922,3465,3376,3659,3990
350,0.88009,2.888129949569702,0.9223200082778931,1.0509899854660034,0.86306,1.073740005493164,2.702430009841919,0.9420300126075745,460,562,685,905,1155,1332,1683,2021,2134,2237,2650,2922,3465,3376,3658,3990
360,0.87916,2.8769800662994385,0.9187600016593933,1.0550600290298462,0.86293,1.0742599964141846,2.701129913330078,0.941569983959198,456,560,684,905,1155,1331,1682,2022,2134,2234,2649,2921,3465,3376,3658,3990
370,0.8812,2.901550054550171,0.9265999794006348,1.0461299419403076,0.86506,1.0658799409866333,2.7223498821258545,0.9489700198173523,453,558,683,905,1155,1330,1682,2022,2134,2235,2649,2922,3466,3376,3658,3990
380,0.88183,2.909290075302124,0.9290800094604492,1.0433499813079834,0.86563,1.0636299848556519,2.7281301021575928,0.9509900212287903,450,557,683,905,1155,1330,1683,2022,2134,2235,2650,2922,3465,3376,3658,3990
390,0.88242,2.916599988937378,0.931410014629364,1.0407299995422363,0.86682,1.0589200258255005,2.7402400970458984,0.9552099704742432,446,555,682,905,1155,1328,1682,2022,2135,2234,2650,2922,3465,3376,3658,3990
400,0.88163,2.9068400859832764,0.9282900094985962,1.0442299842834473,0.86639,1.0606199502944946,2.7358500957489014,0.9536799788475037,442,553,682,905,1156,1327,1682,2023,2136,2234,2650,2922,3465,3376,3657,3990
410,0.88259,2.918639898300171,0.9320600032806396,1.0400099754333496,0.8676,1.0558199882507324,2.748300075531006,0.9580199718475342,438,550,680,905,1156,1327,1682,2023,2136,2234,2650,2922,3466,3376,3656,3990
420,0.88333,2.927880048751831,0.9350100159645081,1.0367200374603271,0.86864,1.051650047302246,2.759190082550049,0.9618099927902222,434,548,680,906,1157,1327,1682,2023,2135,2231,2650,2922,3467,3376,3655,3990
430,0.88419,2.9387800693511963,0.9384899735450745,1.0328799486160278,0.86933,1.0488899946212769,2.7664499282836914,0.9643399715423584,429,547,679,907,1157,1326,1683,2023,2134,2230,2651,2922,3467,3376,3655,3991
440,0.88466,2.9447898864746094,0.9404100179672241,1.030769944190979,0.87038,1.044659972190857,2.7776401042938232,0.9682499766349792,425,545,678,907,1157,1326,1682,2023,2135,2230,2651,2922,3467,3376,3655,3991
450,0.88399,2.936189889907837,0.9376699924468994,1.0337899923324585,0.86994,1.0464400053024292,2.7729299068450928,0.9666000008583069,421,543,678,906,1158,1325,1682,2023,2136,2229,2653,2922,3467,3376,3655,3991
460,0.88426,2.9396400451660156,0.9387699961662292,1.032580018043518,0.87048,1.044260025024414,2.7787299156188965,0.9686200022697449,417,542,678,907,1157,1325,1682,2024,2136,2228,2651,2922,3467,3376,3655,3990
470,0.8861,2.963330030441284,0.9463300108909607,1.0243200063705444,0.87226,1.037060022354126,2.7980198860168457,0.975350022315979,415,542,678,907,1157,1325,1683,2024,2136,2227,2652,2922,3467,3376,3655,3990
480,0.88646,2.967989921569824,0.9478200078010559,1.0227099657058716,0.87286,1.0346200466156006,2.804610013961792,0.977649986743927,412,541,678,907,1157,1325,1682,2024,2136,2227,2652,2922,3467,3376,3656,3990
490,0.88597,2.96163010597229,0.9457899928092957,1.0249099731445312,0.87195,1.0383000373840332,2.7946701049804688,0.9741799831390381,410,540,678,908,1157,1325,1683,2023,2136,2227,2652,2922,3467,3376,3655,3990
500,0.88694,2.9742701053619385,0.9498299956321716,1.020550012588501,0.87379,1.0308500528335571,2.814879894256592,0.9812300205230713,409,540,678,908,1157,1324,1683,2024,2136,2226,2652,2922,3467,3376,3656,3990
510,0.88668,2.9708399772644043,0.9487299919128418,1.0217299461364746,0.87306,1.033810019493103,2.8068199157714844,0.9784200191497803,408,540,678,909,1157,1324,1683,2023,2135,2225,2652,2923,3467,3377,3657,3990
520,0.88647,2.9681999683380127,0.9478899836540222,1.0226399898529053,0.87386,1.0305399894714355,2.815730094909668,0.9815199971199036,407,539,678,908,1158,1324,1684,2024,2136,2225,2650,2922,3468,3377,3657,3990
530,0.88792,2.987230062484741,0.9539700150489807,1.016129970550537,0.87478,1.0268000364303589,2.825969934463501,0.9850900173187256,405,539,678,909,1157,1323,1684,2023,2136,2225,2650,2923,3468,3377,3658,3990
540,0.88854,2.9955899715423584,0.9566400051116943,1.0132900476455688,0.87588,1.022279977798462,2.838469982147217,0.9894499778747559,405,538,678,909,1158,1323,1685,2024,2136,2224,2650,2922,3469,3378,3658,3990
550,0.88788,2.9867000579833984,0.9538000226020813,1.0163099765777588,0.87551,1.0237900018692017,2.8342700004577637,0.9879900217056274,405,538,679,909,1158,1322,1684,2024,2136,2222,2650,2922,3468,3379,3659,3991
560,0.8891,3.0031399726867676,0.9590499997138977,1.010740041732788,0.87671,1.0188299417495728,2.848069906234741,0.9927999973297119,404,538,678,908,1157,1321,1684,2024,2136,2223,2649,2923,3469,3379,3660,3990
570,0.88949,3.008419990539551,0.9607300162315369,1.008970022201538,0.87714,1.0170700550079346,2.8529999256134033,0.9945099949836731,404,538,678,909,1158,1321,1684,2024,2135,2222,2651,2922,3469,3380,3660,3990
580,0.88965,3.0106000900268555,0.961430013179779,1.008239984512329,0.87753,1.0154500007629395,2.8575599193573,0.9961000084877014,404,538,678,909,1157,1321,1684,2024,2135,2220,2649,2922,3469,3380,3661,3990
590,0.88788,2.986690044403076,0.953790009021759,1.0163099765777588,0.87629,1.0205899477005005,2.843179941177368,0.9910899996757507,404,537,679,908,1158,1321,1684,2024,2136,2220,2650,2922,3470,3381,3662,3991
600,0.88943,3.007550001144409,0.9604600071907043,1.0092600584030151,0.87718,1.016890048980713,2.853519916534424,0.994700014591217,402,537,678,909,1158,1321,1684,2024,2135,2221,2650,2922,3469,3381,3662,3990
610,0.8895,3.0085299015045166,0.9607700109481812,1.008929967880249,0.87818,1.012760043144226,2.865139961242676,0.9987499713897705,400,536,678,908,1158,1321,1684,2024,2136,2220,2650,2922,3470,3381,3663,3990
620,0.89025,3.0188400745391846,0.9640600085258484,1.0054899454116821,0.87849,1.0114599466323853,2.8688299655914307,1.0000300407409668,399,536,678,909,1158,1321,1684,2024,2135,2220,2650,2922,3470,3381,3663,3990
630,0.89082,3.02662992477417,0.9665499925613403,1.0029000043869019,0.87947,1.0073599815368652,2.8805201053619385,1.0041099786758423,399,536,678,909,1158,1321,1684,2024,2136,2220,2650,2922,3470,3382,3663,3990
640,0.88937,3.0068299770355225,0.9602299928665161,1.0095000267028809,0.87843,1.0117199420928955,2.8680899143218994,0.999779999256134,399,536,678,909,1158,1320,1684,2024,2136,2219,2650,2922,3470,3382,3664,3991
650,0.89057,3.0232200622558594,0.9654600024223328,1.0040299892425537,0.87904,1.009179949760437,2.8753199577331543,1.0023000240325928,399,536,678,909,1158,1321,1684,2024,2135,2220,2649,2922,3470,3384,3665,3990
660,0.89108,3.0303099155426025,0.9677199721336365,1.0016800165176392,0.88029,1.0039299726486206,2.8903400897979736,1.0075299739837646,398,536,678,908,1158,1320,1684,2025,2135,2220,2649,2922,3470,3384,3666,3991
670,0.88948,3.0083398818969727,0.9607099890708923,1.0089900493621826,0.87888,1.0098299980163574,2.8734700679779053,1.0016499757766724,399,536,678,908,1158,1321,1684,2025,2136,2219,2647,2922,3470,3385,3666,3991
680,0.89148,3.03590989112854,0.969510018825531,0.9998300075531006,0.88066,1.0024000406265259,2.8947598934173584,1.0090700387954712,398,536,678,908,1158,1321,1684,2025,2136,2220,2649,2922,3469,3385,3665,3991
690,0.89105,3.0299301147460938,0.9675999879837036,1.0018099546432495,0.88073,1.002079963684082,2.895669937133789,1.0093899965286255,398,536,678,908,1158,1320,1685,2025,2136,2219,2649,2922,3470,3385,3667,3991
700,0.89134,3.033950090408325,0.9688900113105774,1.000480055809021,0.88028,1.003999948501587,2.890160083770752,1.0074700117111206,398,536,678,909,1158,1321,1685,2025,2136,2219,2647,2922,3469,3387,3666,3991
710,0.89148,3.0359199047088623,0.9695199728012085,0.9998300075531006,0.88135,0.9994699954986572,2.9032399654388428,1.012030005455017,398,536,678,909,1159,1320,1685,2025,2136,2219,2648,2922,3470,3388,3668,3991
720,0.89239,3.048719882965088,0.9735999703407288,0.9956300258636475,0.88218,0.9959800243377686,2.913409948348999,1.015570044517517,397,536,678,908,1159,1320,1685,2025,2136,2219,2649,2922,3470,3390,3668,3991
730,0.89134,3.033979892730713,0.9688900113105774,1.0004700422286987,0.88058,1.0026999711990356,2.8938798904418945,1.0087699890136719,396,536,678,909,1159,1321,1685,2025,2135,2218,2647,2922,3469,3392,3668,3991
740,0.89149,3.0360000133514404,0.969539999961853,0.9998000264167786,0.88171,0.997979998588562,2.907589912414551,1.013550043106079,396,535,678,908,1160,1321,1685,2025,2136,2218,2647,2922,3470,3393,3668,3991
750,0.89283,3.0548999309539795,0.9755799770355225,0.993619978427887,0.88287,0.9930700063705444,2.9219601154327393,1.0185500383377075,396,535,678,908,1159,1320,1686,2025,2135,2218,2648,2922,3470,3395,3668,3991
760,0.89264,3.0522000789642334,0.9747099876403809,0.9944999814033508,0.88247,0.9947400093078613,2.9170401096343994,1.0168399810791016,395,535,678,909,1160,1321,1686,2025,2136,2218,2647,2922,3469,3398,3668,3992
770,0.8921,3.0446600914001465,0.9723100066184998,0.9969599843025208,0.88267,0.9939200282096863,2.9194700717926025,1.0176899433135986,395,535,678,909,1161,1320,1685,2025,2136,2218,2647,2922,3470,3400,3669,3992
780,0.89249,3.0500400066375732,0.9740300178527832,0.995199978351593,0.88249,0.9946900010108948,2.9172000885009766,1.0168999433517456,394,535,678,909,1160,1320,1686,2025,2135,2217,2647,2922,3470,3403,3669,3993
790,0.89267,3.052680015563965,0.9748700261116028,0.9943400025367737,0.88334,0.9910699725151062,2.9278500080108643,1.020609974861145,395,535,678,909,1161,1321,1685,2025,2136,2218,2645,2922,3470,3407,3670,3993
800,0.89333,3.062119960784912,0.9778800010681152,0.9912700057029724,0.88399,0.988290011882782,2.9360899925231934,1.0234800577163696,395,535,678,909,1161,1320,1686,2025,2136,2218,2648,2922,3470,3410,3670,3993
810,0.89346,3.063930034637451,0.9784600138664246,0.9906899929046631,0.88395,0.9884899854660034,2.9355099201202393,1.0232800245285034,394,535,678,909,1161,1319,1686,2025,2136,2218,2647,2922,3470,3413,3670,3992
820,0.89284,3.0550599098205566,0.975629985332489,0.9935600161552429,0.88403,0.9881399869918823,2.936539888381958,1.0236400365829468,395,535,678,908,1161,1318,1685,2025,2136,2217,2647,2922,3470,3415,3671,3992
830,0.89365,3.066699981689453,0.9793400168418884,0.989799976348877,0.8848,0.9848600029945374,2.9463300704956055,1.0270500183105469,394,535,678,909,1161,1318,1685,2025,2135,2217,2647,2922,3470,3417,3672,3992
840,0.89012,3.017009973526001,0.9634799957275391,1.006100058555603,0.88018,1.0044000148773193,2.8889899253845215,1.0070600509643555,394,535,678,909,1161,1319,1686,2025,2136,2217,2648,2922,3470,3420,3671,3992
850,0.89369,3.0672199726104736,0.9795100092887878,0.9896299839019775,0.88467,0.9854000210762024,2.944689989089966,1.026479959487915,393,535,678,909,1161,1318,1686,2025,2135,2217,2647,2922,3470,3423,3671,3991
860,0.89361,3.0661399364471436,0.979170024394989,0.9899700284004211,0.88506,0.9837300181388855,2.949690103530884,1.0282200574874878,394,535,678,909,1161,1318,1685,2025,2136,2216,2646,2922,3470,3425,3672,3991
870,0.89413,3.073590040206909,0.9815400242805481,0.9875800013542175,0.88562,0.9813399910926819,2.956899881362915,1.0307300090789795,394,535,678,910,1162,1318,1685,2025,2136,2217,2647,2922,3471,3427,3672,3991
880,0.89326,3.0611000061035156,0.9775599837303162,0.991599977016449,0.8851,0.9835600256919861,2.950200080871582,1.02839994430542,394,534,678,909,1162,1318,1685,2025,2136,2216,2647,2922,3470,3429,3673,3991
890,0.89445,3.078239917755127,0.9830300211906433,0.9860799908638,0.88612,0.9791799783706665,2.963409900665283,1.0329999923706055,394,534,678,909,1162,1318,1685,2025,2136,2217,2647,2922,3471,3430,3672,3991
900,0.89322,3.0605499744415283,0.9773799777030945,0.9917799830436707,0.88408,0.9879299998283386,2.937150001525879,1.0238499641418457,393,535,678,909,1162,1318,1685,2025,2136,2216,2647,2922,3470,3432,3672,3992
910,0.89464,3.081010103225708,0.9839199781417847,0.9851999878883362,0.88606,0.9794300198554993,2.962660074234009,1.0327399969100952,393,535,677,909,1162,1318,1685,2025,2136,2216,2647,2922,3471,3434,3673,3991
920,0.89425,3.075350046157837,0.9821100234985352,0.9870100021362305,0.88627,0.9785599708557129,2.965290069580078,1.0336600542068481,393,534,678,909,1162,1318,1685,2025,2136,2216,2647,2922,3471,3436,3674,3991
930,0.89497,3.0858800411224365,0.9854699969291687,0.9836400151252747,0.88674,0.9764900207519531,2.971560001373291,1.0358400344848633,393,535,678,909,1162,1318,1685,2025,2136,2216,2647,2922,3471,3438,3674,3991
940,0.89487,3.0844600200653076,0.9850199818611145,0.9840899705886841,0.8865,0.9775599837303162,2.9683101177215576,1.0347100496292114,393,535,678,909,1162,1318,1685,2025,2136,2216,2647,2922,3471,3441,3674,3991
950,0.89391,3.0704100131988525,0.9805300235748291,0.9886000156402588,0.88608,0.9793699979782104,2.962820053100586,1.0327999591827393,393,534,678,909,1163,1318,1685,2026,2136,2216,2647,2922,3471,3442,3674,3991
960,0.89514,3.088479995727539,0.986299991607666,0.9828100204467773,0.88701,0.9753299951553345,2.975100040435791,1.0370800495147705,393,535,678,909,1162,1318,1685,2025,2136,2216,2647,2923,3471,3444,3674,3991
970,0.89545,3.0930399894714355,0.9877600073814392,0.9813600182533264,0.88743,0.9735199809074402,2.9806199073791504,1.0390000343322754,393,534,678,909,1163,1318,1685,2025,2136,2217,2647,2922,3470,3445,3674,3991
980,0.89461,3.0806400775909424,0.9837999939918518,0.985319972038269,0.88722,0.9744399785995483,2.977829933166504,1.0380300283432007,393,534,678,909,1163,1318,1685,2025,2136,2216,2647,2922,3471,3446,3674,3991
990,0.89515,3.0885000228881836,0.9863100051879883,0.9828100204467773,0.88738,0.9737300276756287,2.979990005493164,1.0387799739837646,393,535,678,909,1163,1318,1685,2025,2136,2216,2647,2923,3471,3448,3674,3990
